,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2017
363,B. Cristante,Bryan Cristante,22,186,78,Italy,Atalanta,72,82,Right,1,3,2,Medium/Medium,Lean,,RCM,SL Benfica,,,54.0,57.0,72.0,62.0,68.0,,,,,,,Long Passer (CPU AI Only),62,43,60,78,50,73,64,64,73,78,56-3,53-11,61-1,65,49-5,72,58,67-1,71-3,74,65,60,60,72,58,66+5,55,69,65,3,5,3,3,5,7.125
364,O. Zinchenko,Oleksandr Zinchenko,20,175,64,Ukraine,Manchester City,72,82,Left,1,3,4,Medium/Medium,Lean,,SUB,,2016-07-04,,72.0,61.0,75.0,58.0,58.0,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only)",78+1,58-1,52,72-1,60+16,76,78+18,74+5,76+8,70,75-2,70-4,80,70,80,69+10,65,59,56+1,62,59-5,66-2,64-4,78+3,59,61+16,51,62,59,15,11,13,11,11,5.13
365,F. de Jong,Frenkie de Jong,20,180,71,Netherlands,Ajax,72,82,Right,1,3,3,Medium/Medium,Lean,,SUB,,2015-08-25,,76.0,51.0,79.0,58.0,60.0,,,,,,,Playmaker (CPU AI Only),70+5,48+2,60,77+2,50,77+1,74+5,56,68+2,81+1,77+7,75+7,82+8,73+7,85+3,59,66-3,67,57+2,52,58,68+1,57,76+2,45,77+9,52,57,55,7,13,10,10,9,2.375
366,M. Maignan,Mike Maignan,21,191,89,France,LOSC Lille,72,80,Right,1,3,1,Medium/Medium,Normal,,GK,,2015-08-18,,,,,,,72.0,68.0,68.0,73.0,43.0,72.0,,18,13,17,33,16,22,14,16,19,24,44,43,39,70+6,55,19,70+2,24,72,20,17,24,14,42,15,27,17,12,19,72+3,68+3,68+5,72+7,73+4,1.2747
367,N. Pépé,Nicolas Pépé,22,183,73,Ivory Coast,LOSC Lille,72,80,Left,1,3,4,High/Medium,Lean,#Acrobat,ST,,2017-06-21,RW,85.0,64.0,79.0,22.0,53.0,,,,,,,"Selfish, Finesse Shot, Technical Dribbler (CPU AI Only)",66+20,62+8,37,59+10,60+21,77,76+12,65+7,44+3,78,89+3,82,90+1,78+4,75,72+15,63,61+7,54+1,61+15,38+8,25,72-1,59+15,58+9,65+11,19,20+9,19+6,11,14,11,6,8,3.705
368,B. Pavard,Benjamin Pavard,21,186,76,France,VfB Stuttgart,72,80,Right,1,3,2,Medium/Medium,Lean,,RB,,2016-08-30,,71.0,43.0,67.0,74.0,64.0,,,,,,,,67+2,37,65,69+1,43,66+1,49,45,66,68,69-1,73,69,67+2,66-2,60,85+3,68+1,58,36,69,75+1,54,62,51+3,62+3,76+1,74+1,71+1,9,7,15,7,15,6.6975
369,Hermoso,Mario Hermoso,22,184,74,Spain,RCD Espanyol,72,80,Left,1,4,3,Medium/Medium,Lean,,SUB,,2017-07-12,,85.0,39.0,66.0,69.0,74.0,,,,,,,,71,29,61,64,37,60,65,55,55,72,80,89,79,57,71,61,85,76,74,32,71,68,64,52,45,64,69,73,70,13,8,10,5,8,0.456
370,A. Rebić,Ante Rebic,23,182,80,Croatia,Eintracht Frankfurt,72,77,Right,1,3,3,Medium/Medium,Normal,,SUB,Fiorentina,,,78.0,73.0,73.0,33.0,72.0,,,,,,,,74+15,70+1,68,68+2,74+19,75+2,65+5,58,57+9,75+2,76,79+3,67-1,66,58,80+7,66,71-2,76+4,74+7,65+9,29+9,69-1,64+6,63,65+7,20+4,40+20,25+10,13,15,12,13,14,2.68
371,L. Cook,Lewis Cook,20,175,71,England,Bournemouth,71,84,Right,1,4,3,Medium/Medium,Normal,,SUB,,2016-07-08,,73.0,56.0,76.0,63.0,70.0,,,,,,,"Dives Into Tackles (CPU AI Only), Technical Dribbler (CPU AI Only)",57,56,47,75,44,75,51+3,57,69+1,76,77-2,70-4,78-1,69,80-2,60,60,77-2,63,58+1,79,66,55,69+3,45,70,61,66,65,6,15,12,15,13,6.27
372,T. Kehrer,Thilo Kehrer,20,186,76,Germany,FC Schalke 04,71,84,Right,1,5,2,Medium/Medium,Lean,,RCB,,2014-12-06,,74.0,44.0,65.0,71.0,69.0,,,,,,,,56+6,37,68,70+5,32,65,45,38,60,62,72+4,76+4,68,72+6,65+2,65,76,73+1,67+1,40,67,71+1,48,56,46,66+4,68+3,72+2,75+11,9,9,14,10,12,4.218
373,J. Ikoné,Jonathan Ikoné,19,175,67,France,Montpellier HSC,71,83,Left,1,4,3,High/Medium,Lean,#Acrobat,LM,Paris Saint-Germain,,,87.0,65.0,76.0,30.0,58.0,,,,,,,"Beat Offside Trap, Technical Dribbler (CPU AI Only)",64+9,62+1,39,61+5,54+5,75+1,59+4,53+10,44+3,72+5,88,87,90+6,76+11,78,74+2,34-7,62+14,55,62+9,65,25,71-1,63+6,65,63+3,21,36,36,9,8,13,8,14,0.7979999999999999
374,J. Bamba,Jonathan Bamba,21,175,72,France,AS Saint-Étienne,71,82,Right,1,3,3,Medium/Medium,Stocky,,SUB,,2015-07-01,,84.0,70.0,74.0,39.0,58.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",64+5,70+6,55+5,65+1,68+1,75+2,65+23,52+12,61,72,85+2,83+2,80+3,63+5,79,73,66+5,69+9,51+8,68,62-7,32,68+9,63+4,63+10,64+19,40,37,38+3,15,14,15,8,9,2.128
375,S. Berge,Sander Berge,19,193,93,Norway,KRC Genk,71,82,Right,1,3,2,High/High,Normal,,RCM,,2017-01-02,RCM,76.0,50.0,71.0,66.0,79.0,,,,,,,,49,38,72+5,74+2,48,71+4,58,42,71+2,73+3,75,77,64,69+2,65,73+7,63,82+3,84+2,55,67+1,71,59,66,46,73,61+10,67,60+5,14,9,10,8,10,3.99
376,M. Eggestein,Maximilian Eggestein,20,181,75,Germany,SV Werder Bremen,71,81,Right,1,3,2,Medium/Medium,Lean,,CM,,2014-11-29,,59.0,53.0,73.0,59.0,64.0,,,,,,,,61+1,53,60+2,76+4,46-3,73+3,48,48,69+1,75+2,63+1,55,75,70+2,67-1,54,53,68+2,65+2,50,61+14,60+5,68+2,72+3,45,72+2,59+4,64+5,43+3,15,10,13,15,8,2.1375
377,A. Hakimi,Achraf Hakimi,18,179,68,Morocco,Real Madrid,71,81,Right,1,2,2,High/Medium,Lean,,SUB,,2016-07-01,,77.0,59.0,70.0,66.0,70.0,,,,,,,,71+2,57,58+3,68,37,70,46,55,65,70+2,76-2,78-1,75,63,74,71,64,80-1,71,60,57,68,58,61,46,62,63+4,68+2,71,10,8,14,6,8,0.32299999999999995
378,V. Lazaro,Valentino Lazaro,21,178,75,Austria,Hertha BSC,71,80,Right,1,3,4,Medium/Medium,Normal,,RES,FC Red Bull Salzburg,,RM,89.0,69.0,76.0,55.0,68.0,,,,,,,"Injury Prone, Flair, Technical Dribbler (CPU AI Only)",69,67,48,67,66,77,75,64,64,75,88+1,90+2,81,57,74,72,56,62,71+1,73,70,56,55,66,67,72,55,57,50,8,13,11,8,8,4.56
379,N. Barella,Nicolò Barella,20,172,68,Italy,Cagliari,70,86,Right,1,3,2,Medium/Medium,Lean,,LCM,,2014-07-01,,79.0,51.0,75.0,58.0,61.0,,,,,,,,65,42,40,75,51,76+3,71,62,74,74,79+4,79,76+1,65,82,62,59,74-1,53-1,56,67,67,57,65,56,61+6,53,62+7,60+5,11,5,13,14,11,7.8660000000000005
380,N. Nández,Nahitan Nández,21,171,69,Uruguay,Boca Juniors,70,85,Right,1,3,2,Medium/High,Normal,,SUB,,2017-08-23,SUB,70.0,49.0,61.0,67.0,63.0,,,,,,,,52,39,44,72,31,55,42,52,70,69,71,69,62,68,73,66,75,64,62,58,61,72,42,65,55,72,69,68,68,8,8,14,5,15,3.565
381,F. Valverde,Federico Valverde,18,181,74,Uruguay,Deportivo de La Coruña,70,85,Right,1,3,3,Medium/Medium,Normal,,SUB,Real Madrid,,,60.0,66.0,65.0,55.0,56.0,,,,,,,,49,63,48,77,38,66,51,48,75,67,58,62,54,66,65,77,48,57,58,79,52,55,58,70,42,62,48,66,50,6,10,6,15,8,2.28
382,J. Gomez,Joe Gomez,20,188,77,England,Liverpool,70,82,Right,1,3,2,Medium/Medium,Normal,,SUB,,2015-06-20,,77.0,30.0,65.0,69.0,72.0,,,,,,,Injury Prone,57,26,69,65,24,65,41,29,53,65,75-4,78-1,64,65,66-4,41,64,67,78,26,63,64+2,51,39,26,63,69,71,71-1,8,13,14,7,7,5.89
383,B. Chilwell,Ben Chilwell,20,178,77,England,Leicester City,70,82,Left,1,3,2,High/Medium,Normal,,SUB,,2015-08-26,,76.0,43.0,71.0,66.0,69.0,,,,,,,"Long Throw-in, Dives Into Tackles (CPU AI Only), Speed Dribbler (CPU AI Only)",69+1,45+7,55,65,39,72,60,46,62+3,70+1,77-5,75-3,72+2,64,70+2,39,75+1,77+4,63+2,35,71+2,67+3,68+3,65,50,69+4,64-1,68,71+4,10,7,14,7,10,2.85
384,Wesley,Wesley,20,191,93,Brazil,Club Brugge KV,70,80,Right,1,3,3,High/Medium,Stocky,#Strength,SUB,,2016-01-29,,71.0,69.0,61.0,23.0,78.0,,,,,,,Target Forward,41,70+2,68,63,63,64,43,49,34,67,68+1,73+1,45-3,57,38,78,60-1,57+3,92+2,63,76,21,69+3,57,60,68,13,21,15,12,13,14,8,6,1.454
385,Zubeldia,Igor Zubeldia,20,180,79,Spain,Real Sociedad,70,80,Right,1,3,2,Medium/Medium,Normal,,SUB,,2015-07-01,,48.0,58.0,64.0,61.0,66.0,,,,,,,,59+2,57+4,42,73,47,64+4,62,62,76,71+2,50-5,46-8,53,69,48,58,68,61-2,66,66+2,70,71,59+4,63,51,59+14,52,72+2,56,6,8,9,10,13,0.494
386,Rodrigo,Rodri,21,190,85,Spain,Villarreal CF,70,79,Right,1,3,3,Medium/High,Lean,,SUB,,2015-07-01,,52.0,58.0,64.0,67.0,60.0,,,,,,,Long Passer (CPU AI Only),42+7,59+11,44,73,38,61+17,56,54,77,72,50-5,53-4,59,63+5,64,61,61,54-4,65,62+17,53-8,70,61+8,69+5,46,62-7,63-2,75+2,68,10,10,7,14,8,2.28
387,Borja Iglesias,Borja Iglesias,24,187,80,Spain,Real Zaragoza,70,77,Right,1,3,3,Medium/Medium,Lean,,ST,RC Celta,,,59.0,72.0,64.0,24.0,73.0,,,,,,,"Finesse Shot, Target Forward",50-2,75+4,69+5,62+8,62,62+6,35,36,55+24,68+3,58+6,60+1,55,64,71+19,74+1,60,69+15,88+12,68+19,42,20,68,60+11,67+1,74+26,13,24+3,15,14,12,16,13,16,0.513
388,D. Djené,Djené,25,176,71,Togo,Getafe CF,70,73,Right,1,3,2,Medium/Medium,Normal,,RCB,,2017-07-24,,79.0,37.0,54.0,69.0,75.0,,,,,,,"Long Throw-in, Injury Free, Dives Into Tackles (CPU AI Only)",60,29,62,48,22,44,51,48,54,59,79-3,79-2,77-1,67,73,67,79-4,79-2,70-3,27,81,69,49,39,41,62+9,68-2,71-2,72-1,7,15,7,10,10,1.558
389,C. Kouakou,Christian Kouamé,26,182,72,Ivory Coast,Stade Malherbe Caen,70,71,Right,1,2,3,High/Medium,Lean,,SUB,,2016-02-01,,87.0,68.0,71.0,29.0,69.0,,,,,,,,68+5,72+2,59,68+8,61,71,45,45,55+22,70+1,84,90,85,62,63,63,84+1,71-1,75,65,46,41,66,51,65,63+10,23,19,20,8,13,13,14,11,0.7979999999999999
390,C. Kouamé,Christian Kouamé,19,185,70,Ivory Coast,Cittadella,58,73,Right,1,4,2,High/Low,Lean,,SUB,,2016-09-28,,70.0,55.0,58.0,20.0,50.0,,,,,,,,30,60,53,50,41,60,40,30,31,54,70,70,58,50,61,53,62,58,52+2,54,31,15,60,49,35,52,15,20,12,15,13,6,7,14,0.7979999999999999
391,D. Upamecano,Dayot Upamecano,18,185,83,France,RB Leipzig,69,86,Right,1,3,2,Medium/Medium,Stocky,,LCB,,2017-01-13,,79.0,32.0,56.0,67.0,71.0,,,,,,,,44,31,54,60,17,51,28,28,56,58,75+8,83+9,68+2,67+2,65+11,41,77+2,59,76+1,24,73+4,63+3,35,55,39,45,65,75+7,68+6,6,7,8,15,9,15.01
392,T. Alexander-Arnold,Trent Alexander-Arnold,18,175,69,England,Liverpool,69,85,Right,1,3,2,High/Medium,Lean,,SUB,,2015-10-07,,81.0,58.0,67.0,64.0,66.0,,,,,,,Early Crosser,70+4,56-2,56-2,73-1,41,68+3,73+21,74+24,67,63+2,81-2,81-2,75+1,60,75,62,67+1,78-3,59+2,63+17,69+2,64+4,62,63,55,65+1,63+1,66+3,64+1,14,15,14,6,7,2.66
393,R. Orsolini,Riccardo Orsolini,20,183,73,Italy,Atalanta,69,84,Left,1,4,4,High/Medium,Normal,,SUB,Juventus,,,77.0,64.0,69.0,27.0,56.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",65+3,67+5,52,67,52,70,66,66,51,70,80-2,74-2,71-1,61,64-1,64,40-7,68-1,57-1,63+5,44,25,67+4,68+4,56,74+29,21,26,24,11,11,14,6,12,3.99
394,R. Loftus-Cheek,Ruben Loftus-Cheek,21,191,83,England,Crystal Palace,69,83,Right,1,4,2,Medium/Medium,Normal,,RM,,2013-06-03,,67.0,55.0,69.0,64.0,74.0,,,,,,,,36,61,57,76+1,31,69+1,31,31,70+5,74+4,65-4,69-4,62,60+5,68-3,51,59-1,76,78,49+2,63+11,62,68,70+3,45,71,64,67,61,11,7,12,15,13,5.7
395,R. Bentancur,Rodrigo Bentancur,20,185,73,Uruguay,Juventus,69,83,Right,1,3,3,Medium/Medium,Lean,,RES,,2017-07-01,,64.0,54.0,70.0,56.0,67.0,,,,,,,,56,48,62,73,42,73,44,49,68,68,62-2,66+1,67+1,63,68,63,70,84,64,62,51,59,59,73,50,61+7,51,59,51,8,7,14,14,12,10.45
396,J. Maddison,James Maddison,20,179,73,England,Norwich City,69,80,Right,1,4,3,High/Medium,Lean,,SUB,,2016-02-01,,76.0,64.0,73.0,25.0,44.0,,,,,,,"Diver, Finesse Shot",59,65-2,30,65,60,72+2,72+1,72+2,64,72+5,78,74,87,62+5,79,60,56,58,30-1,66+1,56,29,61,67,60,72,16,28,25,11,14,14,12,14,1.995
397,S. Lobotka,Stanislav Lobotka,22,170,64,Slovakia,RC Celta,69,79,Right,1,4,3,High/Medium,Normal,,SUB,,2017-07-15,,67.0,50.0,72.0,53.0,61.0,,,,,,,,60,42,43,74,43,69,68,56,70,74,70,65,79,61,82,60,82,86,48,57,56,59,51,67,56,60,43,58,62,10,7,16,13,14,2.5839999999999996
398,Fran Beltrán,Fran Beltrán,18,170,64,Spain,Rayo Vallecano,69,79,Right,1,3,3,Medium/Medium,Normal,,SUB,,2016-07-01,,70.0,51.0,65.0,65.0,60.0,,,,,,,,58,47,55,75,48,61,49,49,72,66,73-2,68-2,78-2,66,79-2,61,43-6,68,56,48,65,72,57,56,49,58,67,65,59,14,11,8,13,9,0.684
399,Joelinton,Joelinton,20,187,78,Brazil,SK Rapid Wien,69,76,Right,1,4,2,High/Medium,Lean,,ST,TSG 1899 Hoffenheim,,,79.0,64.0,70.0,40.0,79.0,,,,,,,Technical Dribbler (CPU AI Only),44,66,67,64,62,70,52,38,56,67,79,79,76+1,63,78+1,62,74+1,76+2,87+2,60,63,45,68,62,61,63,32,35,38,9,13,8,13,13,1.43
400,J. Andersen,Joachim Andersen,21,190,90,Denmark,Sampdoria,69,76,Right,1,3,2,Medium/High,Normal,,SUB,,2017-08-29,,68.0,43.0,51.0,68.0,73.0,,,,,,,Long Passer (CPU AI Only),36,46,62,62,33,45,40,36,65,57,67-1,68-1,54,69,58,47,80,61,85+2,38,58,70,28,53,44,62-3,67,69,68,13,7,9,15,14,1.4833
401,Diogo Dalot,Diogo Dalot,18,183,71,Portugal,FC Porto,68,83,Right,1,3,3,High/Medium,Normal,,SUB,,2016-07-01,,73.0,48.0,68.0,65.0,71.0,,,,,,,,64+4,42,61,59+7,27,67+3,44,28,45,70+4,71-3,75-2,66,73+10,63,68,64,67+3,71,45,77,68+2,63,39,36,62+3,62+4,67+3,64+5,10,6,10,6,8,0.5415
402,A. Diallo,Abdou Diallo,21,188,80,France,1. FSV Mainz 05,68,78,Left,1,3,2,Medium/Medium,Lean,,LCB,,2017-07-14,,68.0,32.0,50.0,69.0,67.0,,,,,,,,55+13,30,71+3,59,37,47,41,32,62-5,50,67,68-1,46,66+2,64,42,76,72,62-6,24,72,65,30,43,41,53,67,73,70,12,7,7,7,8,4.1325
403,Rúben Dias,Rúben Dias,20,187,82,Portugal,SL Benfica,68,78,Right,1,3,2,Medium/High,Normal,,RES,,2015-07-01,,59.0,31.0,46.0,67.0,71.0,,,,,,,Leadership,34,29,68,49,30,33,33,26,31,63,62,56,44,63,51,42,67,63,72,22,77,63,28,28,45,65,66,70,67,7,8,13,7,12,1.71
404,S. Nakajima,Shoya Nakajima,22,164,64,Japan,Portimonense SC,68,77,Right,1,4,3,High/Medium,Normal,#Acrobat,SUB,FC Tokyo,,,78.0,64.0,72.0,40.0,52.0,,,,,,,,60,62,40,69,72,72,54,45,65,63,76,80,92,66,90,74,91,66,40,63,55,43,61,65,48,59,39,41,36,7,10,10,8,6,0.551
405,F. Mendy,Ferland Mendy,22,178,73,France,Olympique Lyonnais,68,73,Left,1,3,2,High/Medium,Normal,,SUB,,2017-07-01,,78.0,39.0,66.0,64.0,74.0,,,,,,,,74+10,42,64+6,60,35,69+9,35,35,50,62,78+7,78+6,67+3,55,69,35,71,78,74+2,30,69,66+3,55+5,53+12,49+9,66+16,63,65,64,7,16,9,10,9,2.2627
406,R. Sessegnon,Ryan Sessegnon,17,178,70,England,Fulham,67,86,Left,1,3,3,High/Medium,Lean,,LB,,2016-08-09,,82.0,59.0,67.0,60.0,60.0,,,,,,,,64,64,54+1,68,42,65+2,50,31,61,64+2,80,84,77+3,66+1,83,64,70+3,73,54+6,54,56,60,65+2,58+1,33,73,58+1,65+3,61+3,6,11,7,8,7,6.27
407,H. Aouar,Houssem Aouar,19,175,70,France,Olympique Lyonnais,67,83,Right,1,4,3,High/Medium,Lean,,SUB,,2016-07-01,,74.0,58.0,72.0,41.0,54.0,,,,,,,Flair,54,59,47,69,54,74,60+8,53,64,70,72-3,76-1,69-1,58+4,74,62,53-1,60+5,51+1,53,56,34+2,59+2,67+2,51,61+7,39,44-4,42-4,14,6,11,7,10,0.475
408,N. Vlašić,Nikola Vlasic,19,178,72,Croatia,Everton,67,82,Right,1,4,4,Medium/Medium,Normal,,RES,,2017-08-31,,76.0,63.0,70.0,31.0,61.0,,,,,,,,64,63,51,63,62,70,60,58,57,71,79,74,75,51,76,66,58,64,59,58,63,26,65,66,63,59,23,35,37,6,14,15,9,14,6.84
409,K. Piątek,Krzysztof Piatek,22,183,77,Poland,Cracovia,67,73,Right,1,2,2,Medium/Medium,Normal,,ST,,2016-08-28,,74.0,65.0,64.0,37.0,66.0,,,,,,,,51,65,64,60,43,62,47,40,35,66,73,75,71,54,70,70,74,75,73,65,33,31,74,51,64,62,35,38+6,26+5,10,15,10,6,13,0.855
410,Brais Méndez,Brais Méndez,20,187,78,Spain,RC Celta,66,79,Left,1,3,3,High/Medium,Lean,,SUB,,2015-07-01,,71.0,67.0,65.0,18.0,58.0,,,,,,,,37,69,52,66,60,66,58,56,65,68,73,69,63,56,55,67,65,63,68,67,26,11,64,59,62,57,15,16,12,10,5,10,12,8,0.285
411,F. Neuhaus,Florian Neuhaus,20,182,68,Germany,Fortuna Düsseldorf,66,78,Right,1,3,3,Medium/Medium,Lean,,LCM,Borussia Mönchengladbach,,,67.0,57.0,67.0,37.0,50.0,,,,,,,Long Shot Taker (CPU AI Only),51,52,46,69,55,65,53,41,65,67,68,66,74,64,71,64,52,62,46,63,44,27,57,65,49,63,32,41,50,6,11,10,11,15,0.4702
412,G. Waldschmidt,Luca Waldschmidt,21,181,75,Germany,Hamburger SV,66,76,Left,1,3,3,Medium/Medium,Lean,,SUB,,2016-07-01,,72.0,65.0,64.0,19.0,52.0,,,,,,,Injury Prone,46,67,57+5,62,62+4,60,47,42,49,64,76,69,76,68+9,71-3,69+3,63,58,53,58+3,38,16,70+5,54+2,49,42,16,14,13,14,10,7,9,16,1.71
413,P. Foden,Phil Foden,17,169,59,England,Manchester City,65,84,Left,1,3,3,Medium/Medium,Lean,,SUB,,2016-07-01,,74.0,56.0,65.0,50.0,44.0,,,,,,,Technical Dribbler (CPU AI Only),55,55,47,65,43,61,58,53,61,65,78,70,83,62,79,65,54,69,30,56,47,49,60,68,44,69,53,49,46,8,15,6,10,13,
414,M. Mount,Mason Mount,18,175,64,England,Vitesse,65,83,Right,1,4,3,Medium/Medium,Lean,,SUB,,2016-01-10,,69.0,58.0,71.0,44.0,47.0,,,,,,,Technical Dribbler (CPU AI Only),60+10,56+2,37+6,67+9,57+14,71+15,72+22,63+11,60+7,70+15,72,66,75+7,55+10,75+8,60-1,33-1,60+6,45+14,61+3,41,42+10,48-5,66+5,60,72+16,46+20,49+15,31,11,12,13,8,12,0.6555
415,P. Cutrone,Patrick Cutrone,19,183,78,Italy,Milan,65,80,Right,1,3,3,High/Medium,Normal,,ST,,2015-07-01,,67.0,63.0,65.0,21.0,63.0,,,,,,,,43-5,69-3,65-7,59-3,67+3,65+2,65+9,42,31-4,65,65+10,69+14,67+12,55,67+2,59-9,69,55,69,51-7,54,13,65+10,49,68,59+4,16,19,17,10,7,7,10,5,3.1065
416,D. Calvert-Lewin,Dominic Calvert-Lewin,20,185,71,England,Everton,65,79,Right,1,3,2,High/Low,Lean,,SUB,,2016-08-31,,80.0,64.0,67.0,30.0,62.0,,,,,,,,46,69+4,52,50,59,65,42,42,35,66+5,79-1,81-1,81-1,57,71,65,73+6,69,62+4,56,49,34,63,54,54,55,23,31,21,12,12,8,7,11,6.555
417,M. Kean,Moise Kean,17,182,79,Italy,Hellas Verona,64,84,Right,1,3,3,High/Medium,Lean,,SUB,,2016-08-01,,68.0,65.0,64.0,21.0,57.0,,,,,,,,42-7,69+3,60+6,52-4,64+14,64+4,62+6,43,34-17,65+2,68-1,68-1,67+2,56,67+4,66+4,68-1,53-2,64,58,43,21,61,51,65,58,14,17,16,13,8,10,7,9,4.18
418,A. Lookman,Ademola Lookman,19,174,78,England,Everton,64,82,Right,1,4,2,High/Medium,Lean,,SUB,,2017-01-05,,84.0,68.0,73.0,17.0,60.0,,,,,,,,51,68+3,49,53,58,75+5,48,34,39,66+5,85+1,83-1,87+5,59,80,70,68,58,57+3,69,68,13,69+3,44,65,60,16,13,12,12,12,9,15,6,5.7
419,D. Brooks,David Brooks,19,183,62,Wales,Sheffield United,64,81,Left,1,2,3,Medium/Medium,Lean,,SUB,,2015-03-24,,64.0,51.0,68.0,31.0,58.0,,,,,,,"Avoids Using Weaker Foot, Playmaker (CPU AI Only)",48,52,33,69+15,50,68+7,53+9,48,64+12,65+6,66-1,63-3,75,53+5,94,49,65+2,60,59+5,50,51,34,49,67+14,49,58+7,22,38,28,8,14,9,13,7,0.285
420,J. Sancho,Jadon Sancho,17,178,74,England,Borussia Dortmund,63,86,Right,1,3,4,Medium/Medium,Lean,,RES,,2017-08-31,,76.0,55.0,71.0,30.0,47.0,,,,,,,,43,58,38,61,54,73,59,48,54,69,77,75,79,49,77,56,40,49,49,48,39,24,57,56,44,52,27,33,36,7,11,10,11,13,5.7
421,D. Zagadou,Dan-Axel Zagadou,18,196,90,France,Borussia Dortmund,63,83,Left,1,3,2,Medium/Medium,Lean,,RES,,2017-07-01,,57.0,28.0,48.0,61.0,72.0,,,,,,,,39,26,66,48,21,47,32,25,44,52,49,63,48,49,34,38,65,60,82,24,63,52,26,34,30,48,60,67,58,9,13,5,14,14,2.8977
422,A. Maier,Arne Maier,18,183,79,Germany,Hertha BSC,63,81,Right,1,3,3,Medium/Medium,Lean,,RES,,2017-02-04,,66.0,54.0,71.0,33.0,53.0,,,,,,,,50,53+6,32,68+3,39,70+5,45,44,59+2,71+5,67+2,65+5,76+5,58+1,75+6,64,50,67,53-1,54+2,37,38+7,54+2,66+1,38,61,26,39+7,28,14,10,10,8,7,1.5390000000000001
423,E. Palacios,Exequiel Palacios,18,173,67,Argentina,River Plate,63,79,Right,1,3,3,Medium/Medium,Lean,,SUB,,2015-11-08,,73.0,54.0,67.0,51.0,58.0,,,,,,,,61+5,51+4,51+3,59+4,47+2,66+3,49,42,57+5,67+5,71,74,76,52+5,68,55+4,70+4,78+1,54+8,61+3,39+4,49+5,57+2,53+4,54,52+2,49+6,52+4,53+3,10,5,8,9,6,1.71
424,W. McKennie,Weston McKennie,18,185,84,United States,FC Schalke 04,63,79,Right,1,3,2,Medium/Medium,Normal,,SUB,,2017-07-01,,65.0,53.0,65.0,60.0,59.0,,,,,,,Long Throw-in,56,51,70,68,49,65,56,55,65,64,65,65,68,58,68,64,77,55,63,44,51,63,55,60,58,64,52,62,58,7,9,12,9,11,2.508
425,S. McTominay,Scott McTominay,20,193,88,Scotland,Manchester United,63,77,Right,1,3,2,Medium/Medium,Normal,,RES,,2013-07-01,,64.0,59.0,57.0,59.0,68.0,,,,,,,,66+38,55-9,66-10,68+10,53+2,55,45+7,34,62+22,64+2,61+10,66+11,54+1,62+12,39-5,64+4,63-2,60,75+7,61+4,64+10,57+31,61-5,63+8,62-7,57+4,58+33,60+36,57+33,9,6,6,10,11,
426,J. Mateta,Jean-Philippe Mateta,20,192,84,France,Le Havre AC,62,77,Right,1,3,2,Medium/High,Lean,,ST,Olympique Lyonnais,,,65.0,61.0,53.0,27.0,71.0,,,,,,,,31,63,74,50,56,52,42,27,30,56,64-1,66,56+1,52,43,63,73+2,58+1,80+2,55,63,14,58,52,61,54,21,26,22,8,8,7,13,11,2.565
427,M. Guendouzi,Mattéo Guendouzi,18,180,68,France,FC Lorient,62,74,Right,1,3,2,Medium/Medium,Lean,,SUB,,2016-09-23,,63.0,49.0,63.0,53.0,51.0,,,,,,,,61+15,44+1,52,68+1,42,62+4,48,42,66+1,65+2,66,60-1,62+3,60+6,67+1,60+2,68+20,50,43,52+9,67+16,54+4,49,59+15,49,59,48,59,52,6,13,6,13,11,0.684
428,I. Konaté,Ibrahima Konaté,18,192,84,France,RB Leipzig,61,80,Right,1,3,2,Medium/Medium,Lean,,SUB,,2017-07-01,,73.0,24.0,41.0,60.0,69.0,,,,,,,,25,17,58,45,28,27,25,23,33,56,74,73,54-2,43,53-1,34,73,64,80+2,25,47,55,28,33,41,40,59,66,58,9,7,9,9,15,1.368
429,A. Haidara,Amadou Haidara,19,174,67,Mali,FC Red Bull Salzburg,61,78,Right,1,2,2,Medium/Medium,Lean,,SUB,,2017-05-01,,63.0,59.0,63.0,52.0,64.0,,,,,,,,47,58,44,63,52,63,54,49,62,62,60,65,66,55,71,62,69,55,69,65,60,51,53,60,44,53,50,56,54,7,11,8,7,10,1.1987
